"","Site","WY","Month","Air","PO4","NO3","pH","Cond","Tur","O2","H2Otemp","TotalColiform","EColi","ppt","cwd","tmx","tmn","PctUrb","PctImp","NDVI","SiteWY"
"396",3,2002,4,22.7,1.306666667,2,7.7,44.06666667,1.533333333,10.51,13.61666667,4.032469159,0,49,0,18.38,4.58,0,0,0.212,"3 2002"
"397",3,2002,5,8.7,1.75,2.343333333,7.266666667,50,4.133333333,10.77666667,9.1,4.127134385,2.32238772,58,0,22.07,7.04,0,0,0.212,"3 2002"
"398",3,2002,6,13.3,1.79,1.29,7.6,43.2,1.3,9.963333333,13.8,5.037601742,2.272125886,0,104.9,28.75,12.73,0,0,0.212,"3 2002"
"399",3,2002,7,33.6,3.246666667,1.47,7.366666667,37.76666667,2.133333333,10.01,15.05,5.959199587,2.00148,0.1,198.8,32.55,16.34,0,0,0.212,"3 2002"
"400",3,2002,8,24.7,0.003333333,0.383333333,7.3,37.93333333,1.093333333,9.726666667,15.26666667,4.776599302,3.328626689,0,171.4,31.26,14.69,0,0,0.212,"3 2002"
"401",3,2002,9,25.2,0.003333333,1.8,7.4,30.43333333,0.633333333,10.03333333,12.65,5.699439725,4.091005661,0.1,128.7,29.27,12.61,0,0,0.212,"3 2002"
"402",3,2002,10,18.9,1.383333333,2.32,7.1,36.3,1.2,8.883333333,14.65,6.361993085,2.58021683,46.1,37.5,25.01,10.15,0,0,0.212,"3 2002"
"403",3,2002,11,12.5,2,3,7.2,60.1,0.5,12.06666667,9.916666667,4.880526609,1.410986974,243.4,0,14.56,5.37,0,0,0.212,"3 2002"
"404",3,2002,12,9.9,1.296666667,2.32,7.133333333,64.5,2.666666667,11.01666667,7.15,2.272125886,1.840549633,452.9,0,8.27,1.26,0,0,0.212,"3 2002"
"405",3,2003,1,8.9,0.026666667,0.026666667,6.866666667,50.56666667,3.04,11.37333333,7.7,4.450852826,3.360375387,117.4,0,9.21,-0.15,0,0,0.27,"3 2003"
"406",3,2003,2,7,0.046666667,0.073333333,9.833333333,62.7,1.666666667,12.30666667,4.466666667,5.051137237,2.140066163,89.9,0,14.13,2.08,0,0,0.27,"3 2003"
"407",3,2003,3,7.2,0,0.123333333,7.3,44.63333333,1.446666667,11.99,7.3,3.384390263,0.693147181,158,0,14.68,1.49,0,0,0.27,"3 2003"
"408",3,2003,4,8,0.066666667,0.126666667,7,43.86666667,2.2,10.59333333,9.7,5.212214667,3.826465117,279.4,0,12.62,2.47,0,0,0.27,"3 2003"
"409",3,2003,5,15.1,0.07,0.02,6.666666667,40.43333333,2.5,15.37333333,10.4,3.751854253,2.772588722,70.3,0,21.61,7.82,0,0,0.27,"3 2003"
"410",3,2003,6,24.8,0.023333333,0.013333333,7.033333333,51.26666667,1,9.23,16.8,6.133614939,3.000719815,0,33.7,28.55,13.05,0,0,0.27,"3 2003"
"411",3,2003,7,26.4,0.1,0.046666667,6.366666667,45.54666667,0.7,9.34,14.106,4.383275854,3.360375387,0.2,200.5,33.34,16.83,0,0,0.27,"3 2003"
"412",3,2003,8,25.5,0.003333333,0.033333333,7.4,45.26666667,0.716666667,9.433333333,14.51666667,4.980176087,3.169685581,41.5,127.7,29.68,14.63,0,0,0.27,"3 2003"
"413",3,2003,9,22.1,0,0.086666667,6.133333333,30.76666667,0.566666667,9.543333333,12.46666667,4.127134385,2.00148,3.2,128.2,30.47,13.9,0,0,0.27,"3 2003"
"414",3,2003,10,18.3,0.07,0.103333333,7.4,40.1,0.483333333,13.66333333,11.9,3.010620886,0,0.1,79.5,22.72,7.46,0,0,0.27,"3 2003"
"415",3,2003,11,11.3,0.096666667,0.17,6.666666667,69.36666667,6.566666667,14.58666667,9.65,5.149237144,3.19047635,176.2,0,16.8,4.68,0,0,0.27,"3 2003"
"416",3,2003,12,5.5,0,0.046666667,7,79.9,0.75,10.62,5.575,3.487375078,1.410986974,554.5,0,9.64,1.74,0,0,0.27,"3 2003"
"417",3,2004,1,8.7,0.066666667,0.056666667,6.5,40,2.7,10.49,7.3,2.272125886,1.131402111,174,0,14.28,4.15,0,0,0.287,"3 2004"
"418",3,2004,2,11.4,0.053333333,0.063333333,6.3,60,1.833333333,13.36,6.3,2.379546134,2.151762203,331.1,0,12.96,1,0,0,0.287,"3 2004"
"419",3,2004,3,19.4,0.003333333,0.046666667,6.666666667,40.2,1.233333333,14.34666667,8.75,4.436751534,3.058707073,57.6,0,15.45,3.02,0,0,0.287,"3 2004"
"420",3,2004,4,19.9,0.023333333,0.103333333,6.666666667,63.66666667,1.533333333,10.07,11.26666667,2.151762203,2.140066163,35.4,0,20.06,5.93,0,0,0.287,"3 2004"
"421",3,2004,5,19.1,0.003333333,0.88,6.733333333,51.2,1.6,6.61,11.45,4.185098925,2.850706502,21.7,1.2,22.67,8.15,0,0,0.287,"3 2004"
"422",3,2004,6,23.5,0.036666667,0.023333333,6.6,40.53333333,1.466666667,8.756666667,15.58333333,5.184588601,2.76000994,3.5,175.3,28.04,12.73,0,0,0.287,"3 2004"
"423",3,2004,7,25.5,0,0.016666667,6.033333333,30,0.883333333,10.23,12.6,4.564348191,3.47506723,2,194.3,31.6,15.53,0,0,0.287,"3 2004"
"424",3,2004,8,25.3,0,0,6.833333333,41.33333333,0.466666667,10.13,12.43333333,5.150397236,0,0.1,171.5,31.15,14.99,0,0,0.287,"3 2004"
"425",3,2004,9,22.1,0.016666667,0.043333333,6.633333333,29.96666667,0.85,10.44,11.22,5.149237144,2.862200881,8.6,118,28.07,11.72,0,0,0.287,"3 2004"
"426",3,2004,10,16.7,0.116666667,0.01,6.266666667,33.13333333,0.5,10.71333333,10.43333333,3.39785848,0.693147181,8,76.6,26.34,10.11,0,0,0.287,"3 2004"
"427",3,2004,11,10.7,0.006666667,0,11.2,72.46666667,18,9.206666667,9.7,5.565669173,3.430756184,122.7,0,11.32,1.93,0,0,0.287,"3 2004"
"428",3,2004,12,4.5,0.043333333,0.21,6.7,63.46666667,4.266666667,10.96333333,5.866666667,2.00148,1.410986974,456.6,0,8.81,1.8,0,0,0.287,"3 2004"
"429",3,2005,1,2.8,0,0.12,7.04,52.66666667,14,11.58666667,5.25,4.509760001,4.456670178,259,0,9.54,0.66,0,0,0.132,"3 2005"
"430",3,2005,2,13.8,0,0.113333333,6.866666667,61.83333333,15.33333333,11.42,8.85,6.262826671,4.590056548,144.3,0,10.37,1.32,0,0,0.132,"3 2005"
"431",3,2005,3,20,0,0.14,6.266666667,62.36666667,1.333333333,13.52,11.01666667,4.776599302,2.747270914,307.2,0,20.17,6.02,0,0,0.132,"3 2005"
"432",3,2005,4,17.8,0.03,0.08,6.066666667,42.4,1.6,11.54333333,9.8,4.309455942,2.272125886,100.9,0,16.34,3.33,0,0,0.132,"3 2005"
"433",3,2005,5,11.6,0.073333333,0.033333333,6.833333333,43.96666667,3.6,12.26666667,9.9,7.791357516,5.513831891,211.9,0,20.02,8.35,0,0,0.132,"3 2005"
"434",3,2005,6,21.9,0,0.1,6.333333333,56.1,0.916666667,9.453333333,12.2,6.764346696,5.256453162,58,0,23.9,8.95,0,0,0.132,"3 2005"
"435",3,2005,7,27.9,0,0.076666667,7.09,48.83333333,1.016666667,9.043333333,14.9,6.825242857,4.115779843,0,80.5,33.3,17.25,0,0,0.132,"3 2005"
"436",3,2005,8,26.8,0.023333333,0.053333333,7.226666667,33.56666667,0.6,9.396666667,12.4,5.242804657,3.265759411,0.1,174.1,32.41,15.75,0,0,0.132,"3 2005"
"437",3,2005,9,18.3,0,0.05,7.226666667,42.56666667,0.65,10.19333333,11.7,3.883623531,2.602689685,13.9,109.2,26.15,10.47,0,0,0.132,"3 2005"
"438",3,2005,10,16.78,0,0.036666667,6.1,45.63333333,0.683333333,10.08666667,13.06666667,5.208939555,4.065602093,193.7,0,19.68,7.48,0,0,0.132,"3 2005"
"439",3,2005,11,14.7,0.01,0.143333333,6.333333333,81.06666667,1.066666667,9.41,8.35,1.131402111,1.824549292,101.5,0,13.14,2.49,0,0,0.132,"3 2005"
"440",3,2005,12,8.7,0.006666667,0.203333333,6.8,63.3,2.466666667,10.07,7.3,3.339321978,2.939161922,287.3,0,11.35,1.83,0,0,0.132,"3 2005"
"441",3,2006,1,6.2,0.04,0.05,6.866666667,39.2,3.333333333,11.49,7.6,6.646520377,4.976733742,259.4,0,8.31,1.42,0,0,0.326,"3 2006"
"442",3,2006,2,9.4,0,0.05,5.8,39.3,1.733333333,14.48,7.2,5.728800238,5.513831891,183.4,0,13,3.39,0,0,0.326,"3 2006"
"443",3,2006,3,5.1,0.003333333,0.043333333,5.666666667,47.66666667,3.066666667,12.32,6.6,5.900992644,4.329416684,427.7,0,15.6,3.72,0,0,0.326,"3 2006"
"444",3,2006,4,7.3,0,0.003333333,6.723333333,38.13333333,4.633333333,12.36333333,7.1,5.618587629,3.314186005,360.9,0,14.97,4.88,0,0,0.326,"3 2006"
"445",3,2006,5,25.6,0.033333333,0.006666667,5.333333333,44.3,1.7,10.37,13.1,7.791357516,4.080921542,39.7,0,23.84,9.65,0,0,0.326,"3 2006"
"446",3,2006,6,19.9,0.01,0.06,6.1,58.4,1.966666667,8.71,13.2,7.791357516,4.356708827,0.6,71.5,28.93,13.58,0,0,0.326,"3 2006"
"447",3,2006,7,18.9,0.026666667,0.023333333,6.78,49.83333333,1.033333333,9.096666667,11.6,7.791357516,4.90823336,0,201.2,33.59,16.94,0,0,0.326,"3 2006"
"448",3,2006,8,17.6,0.01,0.03,6.033333333,44.16666667,0.85,10.46333333,9.966666667,7.791357516,4.860587298,0.3,169.3,30.39,14.18,0,0,0.326,"3 2006"
"449",3,2006,9,18.1,0.026666667,0.023333333,5.933333333,43.76666667,0.65,10.37,12.53333333,7.791357516,3.786459782,0.2,127.9,28.82,12.4,0,0,0.326,"3 2006"
"450",3,2006,10,14,0.003333333,0.033333333,7.4,46.3,0.5,10.04666667,11.1,7.020994675,3.139832618,36.6,42,21.24,7.77,0,0,0.326,"3 2006"
"451",3,2006,11,9.5,0.013333333,0.13,6.633333333,78.66666667,0.825,5.69,7.9,5.321056854,3.903990834,127.8,0,15.65,5.15,0,0,0.326,"3 2006"
"452",3,2006,12,4.2,0.02,0.076666667,6.666666667,71.06666667,0.916666667,11.54666667,4.4,5.036303041,3.935739532,717,0,10.9,3.08,0,0,0.326,"3 2006"
"453",3,2007,1,-2.4,0,0.153333333,6.6,44.46666667,1.1,14.76,0.133333333,4.252771799,2.397895273,39.5,0,9.81,1.94,0,0,0.227,"3 2007"
"454",3,2007,2,9.5,0.64,0.31,5.566666667,47.43333333,95,10.79,7.6,7.791357516,7.020994675,389.1,0,13.63,1.65,0,0,0.227,"3 2007"
"455",3,2007,3,7.9,0,0.073333333,6.066666667,63.43333333,2.933333333,10.41666667,8.8,5.147494477,4.450852826,34.8,0,8.57,0.13,0,0,0.227,"3 2007"
"456",3,2007,4,6.6,0.176666667,0.003333333,6.2,63.5,7.333333333,10.49,8.2,7.791357516,5.117993812,107.1,0,18.97,4.51,0,0,0.227,"3 2007"
"457",3,2007,5,16.9,0.03,0.016666667,6.7,57.33333333,1.766666667,10.14,12,7.791357516,4.003690194,43.1,0,24.35,9.36,0,0,0.227,"3 2007"
"458",3,2007,6,16.7,0.013333333,0,5.8,43.56666667,2.3,9.906666667,8.5,7.791357516,7.348008213,18.8,88.6,27.8,12.09,0,0,0.227,"3 2007"
"459",3,2007,7,18.7,0,0.01,6.166666667,30,0.75,11.50666667,12.1,7.791357516,4.683056725,2.1,193.8,31.54,15.28,0,0,0.227,"3 2007"
"460",3,2007,8,21.3,0.006666667,0,5.733333333,41.2,0.3,14.15666667,10.7,7.791357516,4.406719247,0,171.9,31.56,14.79,0,0,0.227,"3 2007"
"461",3,2007,9,18.3,0.003333333,0,7.51,37.03333333,0.183333333,10.21333333,11.63333333,6.646520377,2.778819272,33.3,89,25.16,10.75,0,0,0.227,"3 2007"
"462",3,2007,10,15.7,0.03,0.023333333,5.7,46.66666667,0.45,14.21666667,9,7.791357516,3.737669618,16.9,61,21.19,6.97,0,0,0.227,"3 2007"
"463",3,2007,11,12.6,0.006666667,0.08,9.733333333,77.86666667,0.833333333,11.93,6.066666667,7.791357516,4.185098925,145.8,0,13.14,4.14,0,0,0.227,"3 2007"
"464",3,2007,12,8.7,0.073333333,0.153333333,5.866666667,69.8,1.4,11.16,6.5,7.791357516,7.169888748,239.1,0,10.44,1.38,0,0,0.227,"3 2007"
"465",3,2008,1,9.6,0.073333333,0.14,5.966666667,68.96666667,4.166666667,11.98,4.9,7.791357516,6.133614939,339,0,11.46,-1.3,0,0,0.289,"3 2008"
"466",3,2008,2,3.3,0.04,0.13,6.866666667,70.9,4.333333333,12.86666667,3,6.531897516,5.900992644,170.5,0,11.31,2.16,0,0,0.289,"3 2008"
"467",3,2008,3,11.3,0.013333333,0.126666667,6.733333333,6.143333333,2.23,12.81666667,5.4,5.442417711,2.116255515,53,0,19.22,4.3,0,0,0.289,"3 2008"
"468",3,2008,4,6.5,0,0.103333333,6.333333333,69.4,0.75,10.63666667,8.233333333,3.730501129,3.08190997,13.4,0,17.97,3.47,0,0,0.289,"3 2008"
"469",3,2008,5,14.3,0.026666667,0.116666667,6.9,53.83333333,0.206666667,10.52333333,9.166666667,7.791357516,2.76000994,17.5,4,23.23,9,0,0,0.289,"3 2008"
"470",3,2008,6,19.3,0,0.04,6.6,46.86666667,0.666666667,10.32666667,9.9,7.791357516,3.852273001,0,178.5,28.82,11.72,0,0,0.289,"3 2008"
"471",3,2008,7,22.6,0,0.01,6.9,30.9,1.133333333,10.11,10.5,7.791357516,4.564348191,0,198.5,32.85,15.8,0,0,0.289,"3 2008"
"472",3,2008,8,21.5,0.066666667,0.016666667,6.736666667,44.8,0.383333333,12.26333333,10.3,7.791357516,3.19047635,0.5,173.9,32.4,15.92,0,0,0.289,"3 2008"
"473",3,2008,9,24.6,0.033333333,0.02,6.3,44.73333333,0.25,10.7,12.3,7.791357516,4.223909767,0.2,130.2,30.52,12.83,0,0,0.289,"3 2008"
"474",3,2008,10,13.2,0,0.003333333,6,50.8,0.4,10.37333333,9.7,7.791357516,2.151762203,102.9,0,18.53,6.34,0,0,0.289,"3 2008"
"475",3,2008,11,8.7,0.013333333,0.013333333,7,83.03333333,0.816666667,10.64666667,7.7,7.791357516,4.90823336,43.3,0,16.79,4.92,0,0,0.289,"3 2008"
"476",3,2008,12,7.5,0.18,0.43,5.7,62.5,29,11.82666667,6.3,7.791357516,7.457551585,258,0,8.14,-0.21,0,0,0.289,"3 2008"
"477",3,2009,1,1.2,0.056666667,0.236666667,6.9,84.13333333,1.066666667,12.63,3.3,5.672979566,3.871201011,98.2,0,7.51,0.2,0,0,0.185,"3 2009"
"478",3,2009,2,8,0.033333333,0.21,7.26,84.53333333,6.133333333,11.18666667,5.933333333,7.791357516,5.842964539,346.5,0,12.1,0.97,0,0,0.185,"3 2009"
"479",3,2009,3,5.7,0.006666667,0.2,7.083333333,59.86666667,1.533333333,11.7,4.6,6.248429647,3.826465117,194,0,15.39,2.54,0,0,0.185,"3 2009"
"480",3,2009,4,9.3,0.003333333,0.11,7.48,66.56666667,0.883333333,10.50666667,9.633333333,6.262826671,2.493205453,66.4,0,17.65,3.82,0,0,0.185,"3 2009"
"481",3,2009,5,17.7,0.026666667,0.026666667,6.663333333,29.23333333,2.7,10.27666667,10.4,7.791357516,3.763522997,141.5,0,24.84,10.9,0,0,0.185,"3 2009"
"482",3,2009,6,17.6,0.003333333,0.093333333,7.023333333,53.7,1.1,9.71,11.46666667,7.791357516,4.165113633,18.7,0,25.82,11.6,0,0,0.185,"3 2009"
"483",3,2009,7,18.3,0,0.066666667,6.99,46.2,0.566666667,10.23,9.5,7.791357516,4.097672352,0,185.9,32.63,15.88,0,0,0.185,"3 2009"
"484",3,2009,8,23.2,0.03,0.063333333,7.343333333,41.73333333,0.566666667,10.14666667,11.66666667,7.791357516,2.694627181,0.3,171.1,30.86,15.1,0,0,0.185,"3 2009"
"485",3,2009,9,24.6,0.036666667,0.053333333,7.353333333,43.7,0.466666667,10.6,12.93333333,7.791357516,2.58021683,3.7,127.5,30.04,14.18,0,0,0.185,"3 2009"
"486",3,2009,10,6.4,0.016666667,0.023333333,6.4,49.2,0.566666667,10.63,8.6,7.791357516,3.303216973,74,6.1,22.73,8.04,0,0,0.185,"3 2009"
"487",3,2009,11,8.8,0,0.19,6.7,87.06666667,0.883333333,10.29,7.5,7.791357516,2.493205453,128.8,0,15.85,5.64,0,0,0.185,"3 2009"
"488",3,2009,12,5,0.003333333,0.21,7.133333333,85.23333333,0.733333333,11.61666667,3.733333333,5.842964539,2.272125886,199.8,0,8.69,-0.1,0,0,0.185,"3 2009"
"489",3,2010,1,6,0.063333333,0.1,7.153333333,83.56666667,2.4,12.40333333,5.9,7.791357516,2.667228207,303.8,0,13.68,2.08,0,0,0.303,"3 2010"
"490",3,2010,2,9.7,0.01,0.02,7.173333333,70.9,1.833333333,11.84333333,7.3,6.764346696,3.873282177,184.4,0,10.47,1.41,0,0,0.303,"3 2010"
"491",3,2010,3,6.2,0.03,0.06,7.026666667,51.73333333,3.366666667,11.37333333,7.5,7.791357516,6.531897516,158.4,0,13.73,1.97,0,0,0.303,"3 2010"
"492",3,2010,4,12.7,0.03,0.043333333,7.003333333,45.2,2.2,11.77,7.2,7.791357516,3.499533282,259.6,0,13.88,2.91,0,0,0.303,"3 2010"
"493",3,2010,5,15.3,0.006666667,0.053333333,6.993333333,47,1.366666667,10.48333333,10.1,7.791357516,1.648658626,100.2,0,17.84,5.44,0,0,0.303,"3 2010"
"494",3,2010,6,13.2,0.116666667,0.04,7.21,49.1,1.093333333,10.90666667,10.5,7.791357516,4.194189897,3.7,0,25.96,12.18,0,0,0.303,"3 2010"
"495",3,2010,7,21.8,0.03,0.03,7.28,46,0.866666667,10.96333333,12.5,7.791357516,4.294560609,0,182,31.51,15.73,0,0,0.303,"3 2010"
"496",3,2010,8,27.4,0.046666667,0.063333333,6.856666667,45.5,0.85,11.54333333,13.9,7.092823061,2.014903021,0.9,167.3,29.31,13.91,0,0,0.303,"3 2010"
"497",3,2010,9,14.3,0.04,0.053333333,6.726666667,47.3,0.783333333,10.15666667,10.9,6.361993085,3.277144733,0.9,126.4,28.31,12.24,0,0,0.303,"3 2010"
"498",3,2010,10,10.4,0.026666667,0.046666667,6.976666667,46.9,0.466666667,10.7,8.3,7.791357516,2.990719732,107.8,0,19.59,6.77,0,0,0.303,"3 2010"
"499",3,2010,11,8.2,0.003333333,0.146666667,7.286666667,79.03333333,0.85,11.40333333,5.7,6.646520377,3.360375387,57.8,0,14.64,3.69,0,0,0.303,"3 2010"
"500",3,2010,12,18,0.04,0.08,7.13,41.4,60,13.37666667,3.2,7.791357516,6.646520377,184.5,0,9.83,-0.69,0,0,0.303,"3 2010"
"501",3,2011,1,3,0.033333333,0.01,6.14,43.6,1.433333333,11.62666667,5.933333333,5.04535873,1.648658626,65.47,0,12.66,1.62,0,0,0.297,"3 2011"
"502",3,2011,2,2.8,0.01,0.006666667,5.83,64.43333333,4.166666667,11.89,5.7,6.825242857,3.117949906,196.43,0,11.38,0.39,0,0,0.297,"3 2011"
"503",3,2011,3,7.6,0.01,0,6.25,36.13333333,3.033333333,11.925,7.2,4.535820108,2.928523524,492.63,0,10.58,2.12,0,0,0.297,"3 2011"
"504",3,2011,4,10.5,0.016666667,0.01,6.38,41.16666667,1.603333333,10.88666667,7.9,4.956531035,1.386294361,70.01,0,16.07,3.68,0,0,0.297,"3 2011"
"505",3,2011,5,14,0.04,0.03,6.556666667,44.16666667,1.633333333,10.80666667,9,5.321056854,3.072693315,88.75,0,18.44,5.86,0,0,0.297,"3 2011"
"506",3,2011,6,25.8,0.08,0.05,6.713333333,48.03333333,1.266666667,9.106666667,17.3,6.124464549,3.658420247,65.59,0,24.09,10.83,0,0,0.297,"3 2011"
"507",3,2011,7,22.2,0.083333333,0.046666667,6.256666667,46.93333333,0.766666667,9.69,13.4,5.728800238,4.003690194,0,0,29.85,14.31,0,0,0.297,"3 2011"
"508",3,2011,8,16.9,0,0,6.736666667,44.1,0.666666667,10.19,11.23333333,5.561834812,4.535820108,0,0,31.55,15.32,0,0,0.297,"3 2011"
"509",3,2011,9,14.9,0.083333333,0.01,6.62,46.7,0.516666667,10.37333333,10.3,6.017619505,3.000719815,0.73,132.8,30.94,14.88,0,0,0.297,"3 2011"
"510",3,2011,10,11.1,0.04,0.033333333,6.773333333,48.03333333,0.6,10.21666667,10,7.791357516,5.148656592,217.29,0,21.11,9.65,0,0,0.297,"3 2011"
"511",3,2011,11,7.9,0.013333333,0.033333333,7.403333333,76.73333333,1.3,10.83333333,6.6,6.704904431,4.329416684,263.69,0,12.67,2.83,0,0,0.297,"3 2011"
"512",3,2011,12,9.9,0.026666667,0.036666667,6.713333333,62.13333333,3.1,11.15,8.8,5.565669173,3.443618098,503.38,0,9.2,3.07,0,0,0.297,"3 2011"
"513",3,2012,1,6.2,0.02,0.23,6.586666667,94.5,4.966666667,12.18333333,6.733333333,6.305362462,2.48490665,185.81,0,13.61,2.44,0,0,0.316,"3 2012"
"514",3,2012,2,3.4,0.026666667,0.206666667,6.636666667,83.3,1.736666667,12.04333333,4.333333333,7.169888748,6.017619505,65,0,13.72,1.94,0,0,0.316,"3 2012"
"515",3,2012,3,8.7,0.513333333,0.283333333,6.373333333,37.13333333,95,10.71666667,8.4,7.791357516,6.042157661,437.01,0,11.92,2.7,0,0,0.316,"3 2012"
"516",3,2012,4,13.5,0.026666667,0.04,6.05,42.4,3.1,10.1,10.2,7.092823061,6.018106478,214,0,17.28,5.43,0,0,0.316,"3 2012"
"517",3,2012,5,18.1,0.033333333,0.106666667,7.5,53.43333333,1.166666667,9.85,12.8,7.791357516,4.683056725,9.35,0,23.46,9.41,0,0,0.316,"3 2012"
"518",3,2012,6,16.5,0.03,0.1,7.336666667,49.7,0.916666667,9.9,12.9,7.791357516,4.223909767,25.78,69.63,26.91,11.75,0,0,0.316,"3 2012"
"519",3,2012,7,15.6,0,0.06,7.09,43.43333333,0.75,10.39666667,11.6,7.594028891,5.652839996,1,195.4,31.15,14.72,0,0,0.316,"3 2012"
"520",3,2012,8,18.8,0.05,0.07,7.006666667,40.8,1.483333333,10.85333333,12.26666667,6.49011637,5.618587629,0.14,178,34.01,16.84,0,0,0.316,"3 2012"
"521",3,2012,9,14.8,0.643333333,0.05,7.063333333,42.9,0.666666667,10.62333333,11.1,7.791357516,5.463407986,0,132.7,31.08,14.61,0,0,0.316,"3 2012"
"522",3,2012,10,11.8,0.073333333,0.2,6.656666667,52.76666667,0.95,9.846666667,10.3,7.457551585,4.48187197,105.15,0,21.91,8.8,0,0,0.316,"3 2012"
"523",3,2012,11,9.1,0,0.133333333,5.963333333,64.16666667,1.066666667,10.56666667,8.2,6.361993085,5.565669173,58.71,0,13.79,3.7,0,0,0.316,"3 2012"
"524",3,2012,12,2.9,0.056666667,0.203333333,6.556666667,82.26666667,0.716666667,11.58333333,3.8,5.051777237,4.817050545,5.12,0,13.18,1.46,0,0,0.316,"3 2012"
"525",3,2013,1,3,0.033333333,0.036666667,6.996666667,48.56666667,1.333333333,12.39333333,3.9,7.791357516,5.029784113,36.71,0,12.07,0.69,0,0,0.388,"3 2013"
"526",3,2013,2,3.3,0.04,0.213333333,7.4,63.03333333,1.3,12.06,5.2,6.191134742,4.422448549,22.75,0,13.91,0.98,0,0,0.388,"3 2013"
"527",3,2013,3,9.7,0.046666667,0.1,7.036666667,42.6,1.253333333,10.39,8.9,6.825242857,5.463407986,92.59,0,17.27,4.7,0,0,0.388,"3 2013"
"528",3,2013,4,11.2,0,0.13,7.276666667,62.46666667,1.1,11.01666667,9,7.791357516,7.791357516,45.3,0,20.41,7.07,0,0,0.388,"3 2013"
"529",3,2013,5,14.2,0.036666667,0.083333333,6.886666667,42.2,1.066666667,9.976666667,11,6.704904431,3.529297384,27.97,0,23.16,10.01,0,0,0.388,"3 2013"
"530",3,2013,6,14.6,0.033333333,0.06,6.946666667,47,0.6,10.59666667,10.5,6.588926478,4.388257184,47.5,102.49,28.28,13.21,0,0,0.388,"3 2013"
"531",3,2013,7,18,0.096666667,0,6.826666667,39.33333333,0.483333333,9.913333333,11.86666667,6.418528055,4.806477043,0,201.7,33.15,17.09,0,0,0.388,"3 2013"
"532",3,2013,8,18.5,0.096666667,0.053333333,7.083333333,30.93333333,0.65,9.87,11.7,5.6069044,3.117949906,0.01,171.7,30.69,15.16,0,0,0.388,"3 2013"
"533",3,2013,9,14.8,0.016666667,0.06,6.91,17.53333333,0.543333333,10.44333333,11.3,7.791357516,7.020994675,44.15,99.02,26.41,12.9,0,0,0.388,"3 2013"
"534",3,2013,10,14,0,0.003333333,7.066666667,40.23333333,1.633333333,12.46333333,10.3,7.791357516,7.020994675,71.52,22.85,22.89,9.17,0,0,0.388,"3 2013"
"535",3,2013,11,9.2,0.05,0.23,7.453333333,84,0.583333333,10.88,7.8,7.791357516,4.65396035,295.55,0,15.74,5.83,0,0,0.388,"3 2013"
"536",3,2013,12,2.4,0.046666667,0.203333333,7.29,70.03333333,1.533333333,11.54,5.3,7.791357516,5.404477562,477.34,0,9.61,1.98,0,0,0.388,"3 2013"
"537",3,2014,1,1.2,0.023333333,0.276666667,6.873333333,43.16666667,0.316666667,11.46333333,1.1,5.430222437,4.673762977,43.01,0,17.99,5.02,0,0,0.436,"3 2014"
"538",3,2014,2,11.12,0.05,0.253333333,7.146666667,91.46666667,2.166666667,10.47,8.7,4.051784948,2.895911938,347.97,0,13.3,4.14,0,0,0.436,"3 2014"
"539",3,2014,3,10,0.166666667,0.186666667,6.636666667,55.96666667,2.716666667,10.9,7.733333333,5.652839996,4.204692619,245.58,0,16.43,5.55,0,0,0.436,"3 2014"
"540",3,2014,4,14.1,0.096666667,0.076666667,7.226666667,46.86666667,0.916666667,11.11,11.1,5.558756703,3.693866996,81.28,0,19.53,6.47,0,0,0.436,"3 2014"
"541",3,2014,5,18.4,0.076666667,0.05,6.85,23.7,1.266666667,9.936666667,12.4,7.791357516,7.791357516,18.13,0,24.02,10.28,0,0,0.436,"3 2014"
"542",3,2014,6,17.9,0.1,0.043333333,7.18,38.86666667,0.363333333,10.06333333,11.5,6.248429647,4.322807275,0,124.25,28.84,12.96,0,0,0.436,"3 2014"
"543",3,2014,7,22.7,0.03,0.003333333,6.116666667,40.8,0.6,10.39333333,13.03333333,7.791357516,7.020994675,0.22,202.9,33.09,18.11,0,0,0.436,"3 2014"
"544",3,2014,8,18.3,0.04,0.02,7.17,32.3,0.333333333,10.15333333,12.3,7.791357516,7.457551585,6.32,174,30.7,16.99,0,0,0.436,"3 2014"
"545",3,2014,9,14.8,0.09,0.02,7.13,35.03333333,0.45,10.36666667,13.1,7.791357516,4.563305982,32.11,115.69,29,14.53,0,0,0.436,"3 2014"
"546",3,2014,10,12.9,0.01,0.04,7.193333333,41.5,0.386666667,9.946666667,10.56666667,6.952919831,5.618587629,17.99,71.31,22.48,7.53,0,0,0.436,"3 2014"
"547",3,2014,11,6.6,0.1,0.136666667,7.216666667,47.93333333,0.666666667,11.13333333,7.333333333,7.791357516,7.791357516,44.06,1.17,17.56,5.93,0,0,0.436,"3 2014"
"548",3,2014,12,10,0.016666667,0.2,7.17,108.7333333,0.366666667,12.11333333,5.7,7.791357516,7.791357516,25.97,0,13.98,0.7,0,0,0.436,"3 2014"
"549",3,2015,1,8.8,0.056666667,0.173333333,7.2,97.8,2.566666667,11.08333333,7.033333333,7.791357516,7.791357516,2.31,0,15.14,4.42,0,0,-0.067,"3 2015"
"550",3,2015,2,8,0,0.19,7.41,68.13333333,1.276666667,10.86,7.8,7.594028891,6.361993085,152.07,0,17.83,6.49,0,0,-0.067,"3 2015"
