"","Site","Month","WY","Year","Date","Season","Acari","Aeshnidae","Ameletidae","Amphipoda","Apataniidae","Arctopsychinae","Baetidae","Bivalvia","Brachycentridae","Caenidae","Calamoceratidae","Calopterygidae","Capniidae","Ceratopogonidae","Chironomidae","Chloroperlidae","Coenagrionidae","Cordulegastridae","Corduliidae","Corixidae","Corydalidae","Cyrenidae","Decapoda","Dixidae","Dytiscidae","Elmidae","Empididae","Ephemerellidae","Eulichadidae","Gastropoda","Glossosomatidae","Gomphidae","Helicopsychidae","Heptageniidae","Hirudinea","Hydropsychidae","Hydroptilidae","Lepidostomatidae","Leptoceridae","Leptohyphidae","Leptophlebiidae","Leuctridae","Libellulidae","Limnephilidae","Naucoridae","Nemouridae","Odontoceridae","Oligochaeta","Ostracoda","Peltoperlidae","Perlidae","Perlodidae","Philopotamidae","Polycentropodidae","Psephenidae","Psychodidae","Psychomyiidae","Pteronarcyidae","Ptilodactylidae","Pyraloidae","Rhyacophilidae","Sericostomatidae","Sialidae","Simuliidae","Siphlonuridae","Stratiomyidae","Tabanidae","Thremmatidae","Tipulidae","Turbellaria","sample.size","total.ept","Percent.ept","total.taxa","eph.taxa","ple.taxa","tri.taxa","EPT.richness","eph.rel.ab","ple.rel.ab","tri.rel.ab","Percent.chir","Diversity","EPT.Diversity","P.rel.ab","CF.rel.ab","CG.rel.ab","SH.rel.ab","SC.rel.ab","rare.rich","rare.EPT.rich","sens.taxa.rich","sens.taxa.div","tol.taxa.rich","tol.taxa.div","Cat1","Cat3","Cat6","Cat12","DO.Average","Cond.Average","H2OTemp.Average","pH.Average","Turb.Average","NO3.Average","PO4.Average","Bacteria_TC","Bacteria_EColi","DO30","DO90","DO180","DO365","Cond30","Cond90","Cond180","Cond365","H2OTemp30","H2OTemp90","H2OTemp180","H2OTemp365","pH30","pH90","pH180","pH365","Turb30","Turb90","Turb180","Turb365","Nitrate30","Nitrate90","Nitrate180","Nitrate365","Phosphate30","Phosphate90","Phosphate180","Phosphate365","TotColiform30","TotColiform90","TotColiform180","TotColiform365","ppt30","ppt90","ppt180","ppt365","tmean30","tmean90","tmean180","tmean365","vpdmin30","vpdmin90","vpdmin180","vpdmin365","vpdmax30","vpdmax90","vpdmax180","vpdmax365","SOI.avg5","P_ET"
"129",16,6,2011,2011,"2011-06-13","Peak",3,0,0,3,0,0,1014,0,12,0,0,0,0,0,108,6,0,0,0,0,0,0,3,0,0,15,0,78,0,0,0,3,3,99,0,96,0,6,0,9,0,0,0,0,0,3,3,33,0,0,12,0,0,0,24,0,0,0,0,0,0,0,6,75,0,0,0,0,0,0,1614,1341,83.0855018587361,22,4,3,5,12,0.743494423791822,0.0130111524163569,0.0743494423791822,6.69144981412639,1.53270699283717,0.96531675667843,0.0185873605947955,0.113382899628253,0.780669144981413,0.00929368029739777,0.0780669144981413,15,12,9,1.54290047942006,5,1.1980540092558,"Wet","Wet","Wet","Wet",9.03,158.433,20,7.673,3.1,0.117,0.05,579.4,224.7,9.7635,10.1613333333333,10.59675,10.0727,123.4665,109.477666666667,133.4665,139.09,15,12.6666666666667,11.25,14.2,7.31,7.141,7.26825,7.4079,3.9,3.65333333333333,3.09,2.721,0.18,0.163333333333333,0.165,0.1287,0.0565,0.0543333333333333,0.0665,0.065,540.3,540.3,576.466666666667,1416.43333333333,2.56,3.70444444444444,4.87738888888889,3.39128767123288,14.3133333333333,13.3844444444444,11.1272222222222,15.4693150684931,0.769,1.22511111111111,0.978055555555556,2.66432876712329,12.3003333333333,12.8234444444444,9.99505555555556,18.127698630137,2.154,633.836508556527
"130",16,6,2012,2012,"2012-06-11","Peak",54,0,0,6,0,0,90,0,0,0,0,0,0,3,186,3,12,0,0,0,0,0,0,0,0,0,0,36,0,0,9,6,3,144,0,21,0,6,66,21,6,0,0,0,3,0,0,78,0,0,12,0,0,0,24,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,810,417,51.4814814814815,23,5,2,5,12,0.366666666666667,0.0185185185185185,0.12962962962963,22.962962962963,2.43969930091211,1.88028883338767,0.118518518518519,0.0259259259259259,0.603703703703704,0.00740740740740741,0.244444444444444,22,12,8,1.85853008558097,6,1.02465515185349,"Average","Wet","Average","Average",8.433,157.767,18,7.907,1.9,0.1,0.107,1046.2,7.5,8.973,8.973,11.2206,10.308,156.3335,156.3335,172.4134,167.313833333333,17,17,10.8,13.9166666666667,7.6835,7.6835,7.7788,7.52308333333333,2.45,2.45,1.914,1.90166666666667,0.1285,0.1285,0.152,0.17225,0.1135,0.1135,0.1054,0.103416666666667,829.65,829.65,741.74,854.272727272727,0.273333333333333,4.15555555555556,3.29516666666667,2.00613698630137,18.9333333333333,15.39,12.5955555555556,16.2879452054794,2.35266666666667,1.87311111111111,1.73783333333333,2.87994520547945,24.2183333333333,16.7446666666667,13.665,19.8181369863014,1.362,88.1899815449573
"131",16,6,2014,2014,"2014-06-16","Peak",6,0,0,6,0,0,30,6,9,12,0,0,0,9,189,39,18,0,0,0,0,0,0,0,0,228,0,0,0,3,0,0,0,12,0,21,39,0,0,24,18,0,0,0,12,0,0,87,0,0,15,0,9,6,36,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,843,237,28.1138790035587,26,5,2,6,13,0.113879003558719,0.0640569395017794,0.103202846975089,22.4199288256228,2.43831323993483,2.3715047263861,0.117437722419929,0.0604982206405694,0.704626334519573,0.00355871886120996,0.113879003558719,26,13,7,1.76784125982995,10,1.4971893471707,"Dry","Dry","Dry","Dry",8.407,140.133,20,7.9,0.567,0.1,0.05,1046.2,7.5,8.407,9.18233333333333,10.232,10.3087272727273,140.133,157.777666666667,158.3866,140.081181818182,20,17,13.4,13.7272727272727,7.9,7.921,7.9794,7.80490909090909,0.567,0.889,4.3802,2.25827272727273,0.1,0.116666666666667,0.206,0.154545454545455,0.05,0.05,0.056,0.0633333333333333,1046.2,941.5,1074.64,1117.77272727273,0.0173333333333333,1.21844444444444,2.65527777777778,1.58383561643836,21.8666666666667,18.04,15.1483333333333,17.3747945205479,4.43266666666667,3.39722222222222,2.85377777777778,3.9807397260274,32.7253333333333,23.4783333333333,17.9601666666667,22.741397260274,0.392,15.0448571446193
"132",16,7,2022,2022,"2022-07-06","Peak",6,1,0,206,0,0,54,1,0,2,0,0,0,0,259,6,9,0,0,0,1,0,0,0,0,32,0,0,0,7,1,0,0,0,0,18,0,0,10,241,1,0,0,0,1,0,0,93,6,0,6,0,13,0,8,4,1,0,0,0,0,0,2,0,0,0,0,0,0,7,1002,353,35.2295409181637,27,4,2,5,11,0.297405189620758,0.0119760479041916,0.0429141716566866,25.8483033932136,2.05454280652747,1.13976694731107,0.0389221556886228,0.031936127744511,0.906187624750499,0,0.0169660678642715,20,10,3,1.73465022377736,8,1.31304827644806,"Dry","Average","Dry","Average",7.537,159.067,21,7.817,0.483,0.23,0.23,2419.6,8.5,7.537,9.452,10.469,9.408375,159.067,159.767,169.778,146.30425,21,15.5,12,15.75,7.817,8,7.99766666666667,7.841,0.483,0.7365,0.696666666666667,0.658,0.23,0.23,0.279,0.248375,0.23,0.2665,0.225333333333333,0.235375,2419.6,1732.9,1292.13333333333,1485.48571428571,0,1.273,0.849611111111111,2.11969863013699,23.72,19.0388888888889,15.8561111111111,17.1158904109589,7.99466666666667,5.19411111111111,3.88033333333334,4.61180821917808,36.7653333333333,27.0298888888889,20.8861111111111,22.7196712328767,0.852,289.279374092877
"133",2,10,2003,2002,"2002-10-09","Base",1,0,5,0,0,0,38,0,5,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,16,3,4,0,2,5,0,0,142,0,54,3,1,0,0,1,0,0,1,0,33,0,4,0,0,9,3,0,0,0,0,0,1,0,0,4,0,0,41,0,0,0,0,1,11,497,309,62.1730382293763,25,5,4,7,16,0.382293762575453,0.0925553319919517,0.146881287726358,21.9315895372233,2.22685325965513,1.73869977917816,0.0563380281690141,0.201207243460765,0.356136820925553,0.0724346076458753,0.305835010060362,23,15,8,2.00298834093221,5,0.942013548972811,"Average","Average","Average","Average",12.087,37.533,12,7.2,0.35,NA,NA,NA,NA,11.1985,10.75425,10.3175714285714,10.8332307692308,38.4665,37.025,40.2904285714286,48.20275,12,13,13.1428571428571,10.8461538461538,7.2165,7.225,7.35242857142857,7.14615384615385,0.4,0.3825,0.525714285714286,0.826923076923077,NA,0.263,1.6315,1.6315,NA,0.05,0.05,0.05,NA,NA,NA,NA,0,0,0.583944444444444,3.86241095890411,19.97,21.9311111111111,19.3516666666667,13.8671232876712,7.358,7.83055555555556,5.64777777777778,3.55191780821918,31.1203333333333,33.4024444444445,27.7148333333333,18.311095890411,-0.098,627.641340996493
"134",2,10,2004,2003,"2003-10-15","Base",15,0,0,0,2,0,18,0,8,0,0,0,0,0,24,4,0,0,0,0,2,0,0,0,0,25,1,19,0,1,7,0,0,130,0,41,2,3,0,0,16,1,0,0,0,28,0,18,0,0,13,2,8,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,2,400,303,75.75,26,4,5,8,17,0.4575,0.12,0.18,6,2.5018469764599,2.0044694849409,0.095,0.165,0.3,0.08,0.355,26,17,12,2.32308316890808,3,1.32230094729744,"Average","Average","Wet","Average",NA,33.933,11,5.733,1.26,NA,NA,NA,NA,10.033,9.965,9.5302,10.255,31.433,34.5553333333333,38.55,53.7026666666667,11.5,12.3333333333333,13.6666666666667,11.0833333333333,6.333,6.622,6.66666666666667,6.9,0.905,0.653333333333333,0.932,1.09454545454545,NA,NA,NA,0.1,NA,NA,NA,0.05,NA,NA,NA,NA,0,0.547,1.41388888888889,4.24284931506849,20.21,22.2344444444444,19.6444444444444,14.0457534246575,7.27433333333333,6.81288888888889,5.2375,3.21309589041096,30.3263333333333,32.0338888888889,26.9192222222222,17.8670684931507,-0.73,380.584289871868
"135",2,10,2005,2004,"2004-10-14","Base",2,0,0,0,0,0,75,1,31,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,24,0,9,0,3,25,5,0,141,0,48,0,0,0,0,1,0,0,12,0,5,0,3,0,0,15,6,0,0,0,0,0,0,0,0,5,0,0,47,0,0,0,0,3,13,510,380,74.5098039215686,23,4,4,5,13,0.443137254901961,0.0647058823529412,0.237254901960784,5.68627450980392,2.44508130222305,1.92698477499417,0.092156862745098,0.249019607843137,0.276470588235294,0.0333333333333333,0.331372549019608,23,13,10,2.1633943437946,4,1.12400734248828,"Average","Dry","Dry","Average",9.533,43.5,14,6.467,0.6,0.1,0.05,NA,NA,9.53,9.67333333333333,9.46266666666667,10.2885,41.3,37.211,39.511,44.6305,13.5,13.6666666666667,14,10.9166666666667,6.5335,6.489,6.47233333333333,6.60566666666667,0.475,0.383333333333333,0.341666666666667,0.8625,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,NA,NA,NA,NA,0.310333333333333,0.127,0.379777777777778,3.4452602739726,18.01,21.4188888888889,19.63,14.0356164383562,5.63033333333333,7.56988888888889,5.79283333333334,3.72465753424658,25.204,32.9998888888889,28.3274444444444,19.1315342465754,-0.23,901.15709339143
"136",2,10,2006,2005,"2005-10-12","Base",2,0,0,0,0,0,89,0,28,0,0,0,0,0,55,8,0,0,0,0,0,0,0,0,0,19,2,11,0,2,4,0,0,95,0,36,4,1,0,0,12,0,0,7,0,9,0,14,0,0,28,15,0,0,0,0,0,0,0,0,2,1,0,46,0,0,0,0,1,0,491,350,71.2830957230143,24,4,4,8,16,0.421588594704684,0.122199592668024,0.169042769857434,11.2016293279022,2.52920790309276,2.12352706705447,0.0855397148676171,0.224032586558045,0.407331975560081,0.0366598778004073,0.213849287169043,23,15,9,2.1734792267208,5,1.23731857911062,"Average","Average","Wet","Average",10,41.433,10,6.8,0.3,0.1,0.05,NA,NA,9.6735,9.53425,9.6,10.20225,40.2665,40.625,41.7555,49.9307692307692,10.5,12.5,12.8333333333333,10.6153846153846,6.8785,6.885,6.864,6.63976923076923,0.35,0.3275,1.57666666666667,1.52384615384615,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.0576923076923077,NA,NA,NA,NA,0.550333333333333,0.183444444444444,1.822,4.82731506849315,16.36,21.1966666666667,18.4872222222222,13.1421917808219,3.81333333333333,6.66544444444445,4.41611111111111,2.88402739726027,22.584,31.9478888888889,25.0398888888889,17.0327671232877,-0.506,1314.92258935012
"137",2,10,2007,2006,"2006-10-12","Base",3,0,5,0,0,0,77,0,37,0,0,0,0,0,83,18,0,0,0,0,0,0,0,0,0,14,1,23,0,1,0,0,0,54,0,85,7,6,0,0,9,0,0,0,0,30,0,4,0,0,11,4,0,0,0,0,0,4,0,0,1,1,0,47,0,0,0,0,1,2,529,373,70.5103969754253,26,5,6,6,17,0.31758034026465,0.128544423440454,0.258979206049149,15.6899810964083,2.54349766409746,2.23002936567122,0.0680529300567108,0.319470699432892,0.406427221172023,0.0793950850661626,0.117202268431002,23,15,10,2.20736903886227,3,0.93043276738987,"Average","Average","Wet","Wet",10.45,44.467,10,7.447,0.45,0.1,0.05,2419.6,4.1,10.27,10.15,9.79166666666667,10.4911818181818,42.0335,40.6446666666667,44.8055,46.0166666666667,11,11.6666666666667,13.1666666666667,10.0833333333333,6.8735,7.06466666666667,6.839,6.68116666666667,0.55,0.616666666666667,0.733333333333333,1.44166666666667,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,2419.6,2419.6,2419.6,1490.25,0.532,0.177333333333333,0.834833333333333,6.25767123287672,16.9133333333333,21.3533333333333,19.81,13.6934246575343,5.64366666666667,7.75411111111111,5.89127777777777,3.43095890410959,23.3936666666667,32.7812222222222,28.3087222222222,18.0661917808219,0.468,149.640000654006
"138",2,10,2008,2007,"2007-10-11","Base",3,0,0,0,0,0,84,1,92,0,0,0,0,0,62,11,0,0,0,0,1,0,0,0,0,22,1,18,0,2,7,1,0,86,0,34,5,14,0,0,13,0,0,4,0,15,0,13,0,0,19,5,0,0,0,0,0,1,0,0,5,0,0,17,0,0,0,0,1,5,542,413,76.1992619926199,28,4,5,7,16,0.370848708487085,0.0940959409594096,0.297047970479705,11.4391143911439,2.60918715395324,2.19843262878258,0.0848708487084871,0.265682656826568,0.391143911439114,0.0627306273062731,0.18450184501845,28,16,10,2.00915166002209,4,1.16194246424458,"Average","Average","Average","Dry",10.23,47.333,10,6.2,0.25,0.1,0.05,75.4,19.9,10.27,10.0656666666667,10.059,10.4891538461538,42.3665,41.211,40.8904285714286,53.1614615384615,10,11,12.1428571428571,10.1538461538462,6.78,6.45333333333333,6.25142857142857,6.38108333333333,0.15,0.163333333333333,0.484285714285714,1.68384615384615,0.1,0.1,0.1,0.110230769230769,0.05,0.05,0.05,0.05,1247.5,994.466666666667,628.414285714286,910.730769230769,2.94766666666667,0.995555555555556,1.33333333333333,3.13041095890411,14.2,20.0622222222222,18.8372222222222,13.66,2.16533333333333,6.23455555555556,5.224,3.40427397260274,17.6336666666667,30.302,27.5811111111111,19.0308219178082,-0.658,205.017551729004
"139",2,10,2009,2008,"2008-10-10","Base",2,0,0,0,0,0,108,4,35,0,1,0,0,0,35,17,0,0,0,0,1,0,0,0,0,11,0,35,0,3,4,0,0,117,0,8,0,9,0,0,5,0,0,6,0,9,0,60,1,0,5,5,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,9,502,368,73.3067729083665,25,4,4,7,15,0.527888446215139,0.0717131474103586,0.133466135458167,6.97211155378486,2.42345243989571,1.93511671759747,0.0756972111553785,0.109561752988048,0.50796812749004,0.049800796812749,0.247011952191235,25,14,10,2.12130807939018,5,1.27409370755853,"Average","Average","Dry","Dry",10.173,45.8,11,6.417,0.3,0.1,0.05,372.5,9.7,10.173,9.55866666666667,9.9215,10.709,44.5835,42.6585,45.0334285714286,59.4889166666667,12,12.5,12.4285714285714,9.83333333333333,6.6585,6.811,6.78728571428571,6.64233333333333,0.3,0.2875,0.571428571428571,0.8125,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,571.3,941.7,956.828571428571,641.708333333333,1.40333333333333,0.473111111111111,0.403833333333333,2.83994520547945,19.4233333333333,22.29,19.8461111111111,13.6753424657534,7.151,9.06988888888889,6.92272222222222,4.10120547945206,29.7583333333333,35.899,30.8996111111111,20.1198356164384,0.882,477.068996479506
"140",2,10,2010,2009,"2009-10-08","Base",1,0,0,0,0,0,82,1,27,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,1,10,0,3,7,0,0,216,0,15,0,9,0,0,12,0,0,6,0,32,0,2,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,6,502,429,85.4581673306773,23,4,3,7,14,0.637450199203187,0.0836653386454183,0.133466135458167,2.98804780876494,2.06993678907254,1.68477458786313,0.0298804780876494,0.165338645418327,0.252988047808765,0.0936254980079681,0.450199203187251,23,14,8,2.00304248565978,4,1.20456533714499,"Average","Dry","Average","Average",10.373,44.767,10,NA,0.31,0.1,0.05,461.1,10.9,10.473,10.27475,10.2027142857143,10.8094615384615,43.45,42.575,45.4,60.7281538461538,11,12.5,12.7142857142857,10.1538461538462,7.26,7.29533333333333,7.206,6.9175,0.305,0.34,0.73,0.816153846153846,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,1440.35,1929.975,1317.44285714286,892.415384615385,0.111333333333333,0.0371111111111111,0.962166666666667,3.47649315068493,19.7733333333333,22.3,19.6394444444444,13.9021917808219,7.56366666666667,8.24233333333333,6.11988888888889,4.23421917808219,31.199,35.651,29.0826111111111,19.822904109589,1.34,533.113603320233
"141",2,10,2011,2010,"2010-10-08","Base",4,0,2,0,3,0,63,2,16,0,0,0,0,0,45,5,0,0,0,0,1,0,0,0,0,4,1,52,0,6,0,0,0,114,0,24,0,25,0,0,16,1,0,1,0,34,0,10,0,0,3,13,0,0,0,0,0,0,0,0,7,0,10,7,0,0,0,0,0,2,471,379,80.4670912951168,27,5,5,6,16,0.524416135881104,0.118895966029724,0.16135881104034,9.55414012738854,2.56600390195753,2.15187937370977,0.0700636942675159,0.104033970276008,0.407643312101911,0.129511677282378,0.261146496815287,27,16,11,2.15220529927641,5,1.32900867250145,"Average","Average","Wet","Average",10.147,44.5,11,6.82,0.5,0.1,0.05,2419.6,4.1,9.8235,10.5835,10.712,11.2211666666667,44.2665,43.41675,43.5428571428571,53.9721666666667,12,12.5,12,8.90909090909091,6.9035,6.89275,6.87257142857143,7.00433333333333,0.6,0.6375,0.914285714285714,1.6875,0.1,0.1,0.1,0.110583333333333,0.05,0.05,0.05,0.05,1700,1584.2,1628.67142857143,1017.6,0.351666666666667,0.133444444444444,1.78327777777778,3.88520547945205,18.87,21.2788888888889,17.8133333333333,12.6794520547945,5.269,6.32244444444444,4.20677777777778,2.55690410958904,25.519,31.0126666666667,24.0133333333333,16.0000821917808,-0.812,1181.19322403906
"142",2,10,2012,2011,"2011-10-18","Base",18,0,8,0,0,0,70,6,66,0,6,0,22,2,210,14,0,0,0,0,0,0,0,0,0,14,2,108,0,0,0,2,0,122,0,38,4,56,0,0,26,0,0,10,0,74,0,28,4,0,18,44,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,2,6,992,690,69.5564516129032,30,5,5,8,18,0.336693548387097,0.173387096774194,0.185483870967742,21.1693548387097,2.69696383636304,2.45735479482463,0.0725806451612903,0.110887096774194,0.471774193548387,0.171370967741935,0.127016129032258,30,16,15,2.25418536515113,6,0.723451106111423,"Wet","Wet","Wet","Wet",9.673,55.333,11,6.37,1.02,0.1,0.05,365.4,8.5,9.673,10.0366666666667,10.2655,10.66325,55.333,46.9,44.3056666666667,47.6945,11,10.6666666666667,10.8333333333333,8.75,6.37,6.381,6.27983333333333,6.2635,1.02,0.973333333333333,0.97,2.25166666666667,0.1,0.1,0.1,0.1,0.05,0.051,0.055,0.0539166666666667,365.4,202.366666666667,237.316666666667,278.191666666667,4.00433333333333,1.34133333333333,1.78188888888889,6.10986301369863,17.5666666666667,21.0366666666667,18.0977777777778,12.5109589041096,3.283,5.68844444444444,4.1035,2.50219178082192,21.6373333333333,29.2287777777778,23.4811666666667,15.2712328767123,2.154,389.351776923097
"143",2,10,2013,2012,"2012-10-13","Base",5,0,10,0,4,0,40,2,49,0,0,0,0,1,96,20,0,1,0,0,1,0,0,0,0,8,2,56,0,0,1,0,0,33,0,29,4,30,0,0,14,1,0,0,0,18,0,16,0,0,9,23,0,0,0,0,0,0,0,0,4,0,10,6,0,0,0,0,1,5,499,345,69.1382765531062,30,5,5,7,17,0.306613226452906,0.142284569138277,0.24248496993988,19.2384769539078,2.78373839531727,2.48358143542379,0.11623246492986,0.172344689378758,0.480961923847695,0.0981963927855711,0.0841683366733467,29,16,11,2.29454604031505,5,0.913677287071747,"Average","Average","Average","Average",11.013,38.1,9,6.89,0.65,0.1,0.057,261.3,3,11.263,10.96225,10.6178571428571,10.6542307692308,38.3665,38.8,40.9665714285714,52.8126923076923,10,10.5,11.1428571428571,9.30769230769231,6.9585,6.996,6.90242857142857,6.58492307692308,0.5,0.625,0.835714285714286,9.57461538461538,0.1,0.1,0.1,0.151769230769231,0.0535,0.056,0.0544285714285714,0.0875384615384615,208.75,158.975,113.028571428571,365.738461538462,0,0.0162222222222222,0.659944444444444,3.30523287671233,20.4633333333333,22.4177777777778,20.2388888888889,13.9254794520548,7.47666666666667,8.24855555555556,6.56811111111111,4.01575342465754,29.6946666666667,35.0743333333333,30.0353333333333,19.5712602739726,1.362,395.93784073783
"144",2,10,2014,2013,"2013-10-10","Base",1,0,1,0,1,0,76,9,6,0,1,0,0,0,111,8,0,0,0,0,0,0,0,0,0,8,0,23,0,3,2,1,0,35,0,6,0,7,0,1,15,0,0,7,0,6,0,9,0,0,5,5,1,0,0,0,0,0,0,0,1,1,12,49,0,0,0,0,1,2,414,208,50.2415458937198,31,6,4,10,20,0.364734299516908,0.0579710144927536,0.0797101449275362,26.8115942028986,2.48947880703369,2.16484262610241,0.072463768115942,0.171497584541063,0.589371980676328,0.0531400966183575,0.0990338164251208,31,20,9,2.39700933895135,5,1.11633744912548,"Average","Average","Dry","Average",11,39.23,NA,7.08,0.36,0.1,NA,42.6,3.1,10.36,10.515,10.4148571428571,10.8120769230769,40.465,38.49925,39.4995714285714,46.6536153846154,NA,NA,NA,7.66666666666667,6.825,6.7375,6.85328571428571,6.96076923076923,0.5,0.41675,0.338142857142857,1.13461538461538,0.1,0.1,0.1,0.106153846153846,0.05,0.05,0.0583333333333333,0.055,78.95,90.2,77.2571428571429,270.084615384615,0.641333333333333,0.651111111111111,0.775722222222222,3.50594520547945,16.61,20.6044444444444,19.5455555555556,14.0813698630137,4.43633333333333,7.01444444444444,6.02911111111111,3.58912328767123,21.6126666666667,30.1181111111111,27.6845555555556,18.715205479452,-0.03,89.7851919275613
"145",2,10,2022,2021,"2021-10-08","Base",0,0,2,9,0,0,27,36,12,0,0,0,1,2,248,7,0,0,0,0,0,0,0,0,0,8,1,86,0,0,0,1,0,19,0,7,6,17,0,6,4,0,0,0,0,5,0,37,0,0,1,7,0,1,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,558,210,37.6344086021505,27,6,5,6,17,0.258064516129032,0.0376344086021505,0.0806451612903226,44.4444444444444,2.09071704366308,2.08653851833518,0.0304659498207885,0.103942652329749,0.765232974910394,0.0412186379928315,0.0448028673835125,25,17,9,1.63149745218049,6,0.971538396902354,"Dry","Dry","Dry","Dry",9.11,44.5,14,7.33,0.447,0.23,0.24,2419.6,13.4,10.2615,10.29425,10.261,10.74475,43.25,41.1585,43.262,52.2306666666667,14,13,12,9.5,7.3065,7.33325,7.27171428571429,7.2785,0.357,0.32,0.435714285714286,0.591166666666667,0.23,0.23,0.23,0.23,0.3385,0.26,0.2155,0.2155,1732.9,1256.4,1181.33333333333,1181.33333333333,0.782333333333333,0.260777777777778,0.198555555555556,1.73323287671233,20.8066666666667,23.1822222222222,21.0538888888889,15.12,6.50933333333333,9.10988888888889,7.12122222222222,4.73564383561644,32.745,38.0794444444445,33.9335555555556,23.277698630137,1.1,416.507842933526
"146",2,10,2023,2022,"2022-10-03","Base",16,0,0,10,1,0,45,8,18,0,0,0,2,0,152,1,1,0,0,0,1,0,0,0,0,6,16,7,0,1,0,4,0,27,0,15,28,6,0,0,2,0,0,0,0,37,0,101,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,1,7,548,199,36.3138686131387,29,4,4,7,15,0.147810218978102,0.0857664233576642,0.12956204379562,27.7372262773723,2.48181529768436,2.16771325126374,0.10036496350365,0.109489051094891,0.589416058394161,0.0821167883211679,0.104014598540146,27,15,9,2.03852353663989,6,1.34825730349122,"Average","Dry","Average","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33,9.8965,10.5132,10.7586,36.567,34.8835,39.44,49.47,11,11,10.8,9,7.343,7.28,7.3112,7.3046,0.443,0.4015,0.3346,0.5206,0.23,0.23,0.23,0.23,0.06,0.06,0.2066,0.186,1119.9,993.15,946.38,948.488888888889,1.29133333333333,0.461333333333333,1.34383333333333,3.23282191780822,21.9266666666667,24.3188888888889,20.3127777777778,14.8978082191781,6.882,9.22688888888888,6.81483333333333,4.36098630136986,33.39,40.1683333333333,31.7094444444444,21.3906849315068,0.852,866.112587754497
"147",2,6,2003,2003,"2003-06-18","Peak",4,0,0,0,3,0,40,1,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,11,1,0,88,0,2,0,0,0,0,0,0,0,0,0,28,0,11,0,0,6,0,0,0,0,0,0,1,0,0,8,1,0,26,0,0,0,0,1,4,500,194,38.8,21,3,3,5,11,0.268,0.07,0.05,51,1.7333193372813,1.63869233784876,0.048,0.058,0.624,0.06,0.208,21,10,6,1.88969925886,4,0.600312361955072,"Wet","Wet","Average","Average",9.547,46,17,6.667,NA,NA,NA,NA,NA,9.547,9.78466666666667,10.5933333333333,10.6318181818182,46,37.7333333333333,55.111,53.8999166666667,17,13,10.6666666666667,11.0833333333333,6.667,6.75566666666667,6.939,7.12225,NA,1.45,1.302,0.955454545454545,NA,0.1,0.1,0.154333333333333,NA,0.05,0.05,0.05,NA,NA,NA,NA,0,4.30511111111111,5.35488888888889,4.10797260273973,20.4466666666667,12.8422222222222,10.2088888888889,13.9739726027397,3.39466666666667,1.71488888888889,1.27777777777778,3.42142465753425,24.288,13.9496666666667,10.8524444444444,18.0993698630137,-0.73,627.641340996493
"148",2,6,2004,2004,"2004-06-17","Peak",1,0,0,0,0,0,21,5,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,24,0,24,0,3,88,3,0,172,0,11,0,0,0,0,1,0,0,15,0,12,0,15,0,0,7,4,0,0,0,0,0,0,0,0,8,0,1,35,0,0,0,0,2,2,518,364,70.2702702702703,23,4,3,5,12,0.420849420849421,0.0444015444015444,0.237451737451737,12.1621621621622,2.25004921654768,1.63286399279439,0.0424710424710425,0.1003861003861,0.285714285714286,0.0521235521235521,0.507722007722008,23,12,8,1.53590164200319,5,1.30084032820803,"Average","Dry","Average","Average",8.77,42.033,15,5.967,0.05,0.1,0.05,NA,NA,8.77,9.48433333333333,10.2826666666667,10.3150909090909,42.033,51.1223333333333,43.6445,44.2610833333333,15,13.6666666666667,10.8333333333333,10.6666666666667,5.967,6.51133333333333,6.52233333333333,6.61116666666667,0.05,0.35,1.29166666666667,0.975833333333333,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,NA,NA,NA,NA,0.369,1.01455555555556,4.64077777777778,3.54882191780822,17.2933333333333,14.9566666666667,10.8238888888889,14.226301369863,3.31766666666667,2.94622222222222,1.99088888888889,3.63090410958904,21.7483333333333,19.1664444444444,13.3916111111111,19.1360821917808,-0.23,380.584289871868
